"yearend","entityid","entityname","bundleguid","filename","lastmodified","cwguid","Entity","Parent Name","Type","Consolidation File Name","Contribution to Parent Entity - Current Year (%)","Contribution to Parent Entity - Prior Year 1 (%)","Contribution to Parent Entity - Prior Year 2 (%)","Contribution to Parent Entity - Prior Year 3 (%)","Contribution to Parent Entity - Prior Year 4 (%)","Contribution to Parent Entity - Budget (%)","Contribution to Parent Entity - Forecast Balance (%)","Consolidation File Location","Extended Description","Type of Consolidation","Consolidation Abbreviated File Name","Include Prior Year Balances","Include Budget Balances","Exclude Zero Balance Accounts","Apply Foreign Exchange","Include Forecast Balance","Enable Account Synchronization","Include Custom Balances","Unmap new external accounts"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","G6OOKCAkUrLD7MqUUC7TCl","Child","Everette Wild","C","description 853","100","100","100","100","100","100","100","","","External","D000853","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GOs0VNn5UwoBAKbqSIi+yg","Child","Everette Wild","C","description 947","100","100","100","100","100","100","100","","","External","D000947","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","F4KdTr9uE6yBz5igwg+0Kg","Child","Everette Wild","C","description 8","100","100","100","100","100","100","100","","","External","D000008","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","ITFkSt5EEEDJ57DQ+vn4a3","Child","Everette Wild","C","description 102","100","100","100","100","100","100","100","","","External","D000102","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","JAlVT8YkknDFKZvRf2jsSl","Child","Everette Wild","C","description 196","100","100","100","100","100","100","100","","","External","D000196","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","LRBxFPz-EpdOnctg49W8iX","Child","Everette Wild","C","description 290","100","100","100","100","100","100","100","","","External","D000290","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","OuTL5pYY0eYA3cmt+5ISOy","Child","Everette Wild","C","description 384","100","100","100","100","100","100","100","","","External","D000384","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","DAuUSB8M0ckBbF6emkIACd","Child","Everette Wild","C","description 478","100","100","100","100","100","100","100","","","External","D000478","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","PVMCaehqEdyOjzK2UNuiWv","Child","Everette Wild","C","description 572","100","100","100","100","100","100","100","","","External","D000572","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Buj8mTJH0J7L4ULPjZyOaG","Child","Everette Wild","C","description 666","100","100","100","100","100","100","100","","","External","D000666","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","BweVHxwKE08JKUHlLw9cO0","Child","Everette Wild","C","description 760","100","100","100","100","100","100","100","","","External","D000760","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","HGZ19xQiUsGEsTe5aTJ-eQ","Child","Everette Wild","C","description 854","100","100","100","100","100","100","100","","","External","D000854","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Jh3O29G+003M0P3G-Z6dmK","Child","Everette Wild","C","description 948","100","100","100","100","100","100","100","","","External","D000948","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","PuKPItKgk2FD9qTWk6oS64","Child","Everette Wild","C","description 9","100","100","100","100","100","100","100","","","External","D000009","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","CUmwYBSgk+-BWIBhuIfaiw","Child","Everette Wild","C","description 103","100","100","100","100","100","100","100","","","External","D000103","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GCumwS26UZMCguZbi0HMGN","Child","Everette Wild","C","description 197","100","100","100","100","100","100","100","","","External","D000197","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","F43Csbk80UFBLy9B-qwgO8","Child","Everette Wild","C","description 291","100","100","100","100","100","100","100","","","External","D000291","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Pl+nNj8wEm4PnNdUHaWOi1","Child","Everette Wild","C","description 385","100","100","100","100","100","100","100","","","External","D000385","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","BarDgPF0kBKBlr0rY5wOa9","Child","Everette Wild","C","description 479","100","100","100","100","100","100","100","","","External","D000479","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","HXqSrNwtE3pGgS4-Ui9mq-","Child","Everette Wild","C","description 573","100","100","100","100","100","100","100","","","External","D000573","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","FW7S0tIzkA9IY7qU5YLB+W","Child","Everette Wild","C","description 667","100","100","100","100","100","100","100","","","External","D000667","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GYxrTS6FUpSAh0AUif7pqQ","Child","Everette Wild","C","description 761","100","100","100","100","100","100","100","","","External","D000761","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KxvS6jt1kRZPjD6m5Xc028","Child","Everette Wild","C","description 855","100","100","100","100","100","100","100","","","External","D000855","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","JrQU0gEB0uTLSl7PpaAui+","Child","Everette Wild","C","description 949","100","100","100","100","100","100","100","","","External","D000949","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","K0qu6hKyU4wE0R9AMEA0Kt","Child","Everette Wild","C","description 10","100","100","100","100","100","100","100","","","External","D000010","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","AhT3O4U30b1I6J2tQ-KqWB","Child","Everette Wild","C","description 104","100","100","100","100","100","100","100","","","External","D000104","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","FoBtBOk30EeNN0XWvcGmSe","Child","Everette Wild","C","description 198","100","100","100","100","100","100","100","","","External","D000198","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","I6q2kgMw0xuMjnhg05f3aV","Child","Everette Wild","C","description 292","100","100","100","100","100","100","100","","","External","D000292","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Op+rb6Ux0tHGqeYtwiIhGm","Child","Everette Wild","C","description 386","100","100","100","100","100","100","100","","","External","D000386","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","J4789foFUHiJvDW-9-V0GY","Child","Everette Wild","C","description 480","100","100","100","100","100","100","100","","","External","D000480","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Ps33b6FmUmnLQSnuNKqD2e","Child","Everette Wild","C","description 574","100","100","100","100","100","100","100","","","External","D000574","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","BP6EdjcI0CoLnEl7Gp7xGl","Child","Everette Wild","C","description 668","100","100","100","100","100","100","100","","","External","D000668","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KBc8DPQWksKEqbiIjaTVy-","Child","Everette Wild","C","description 762","100","100","100","100","100","100","100","","","External","D000762","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NOb9GoBakQgHlWxkR4tPCD","Child","Everette Wild","C","description 856","100","100","100","100","100","100","100","","","External","D000856","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","CHmngKTFkxfBgj+Zz5Y926","Child","Everette Wild","C","description 950","100","100","100","100","100","100","100","","","External","D000950","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","H4ZsXnXl0ogANXBsfjiR2r","Child","Everette Wild","C","description 11","100","100","100","100","100","100","100","","","External","D000011","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GNossL310j0PKVFfVzbiiP","Child","Everette Wild","C","description 105","100","100","100","100","100","100","100","","","External","D000105","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","JoXTms83UskPsCI1Zc2SmN","Child","Everette Wild","C","description 199","100","100","100","100","100","100","100","","","External","D000199","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Pjm8l0zd06YJJ5hqahhpmo","Child","Everette Wild","C","description 293","100","100","100","100","100","100","100","","","External","D000293","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Pk5cruWb0mpNbzrW3fGWmm","Child","Everette Wild","C","description 387","100","100","100","100","100","100","100","","","External","D000387","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","I3+fpniBUwTMkFCy6I2S25","Child","Everette Wild","C","description 481","100","100","100","100","100","100","100","","","External","D000481","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Fz7hJaZGEwEGAfXvIHaHux","Child","Everette Wild","C","description 575","100","100","100","100","100","100","100","","","External","D000575","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Pvz4PIEHELGLo6sacMs1mB","Child","Everette Wild","C","description 669","100","100","100","100","100","100","100","","","External","D000669","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","OH7RHGyzEhdMdgRwDaChWi","Child","Everette Wild","C","description 763","100","100","100","100","100","100","100","","","External","D000763","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","M-wWSl4CUOeBzsXoDVF4eG","Child","Everette Wild","C","description 857","100","100","100","100","100","100","100","","","External","D000857","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KROFXLDIk-YFPJD6LpLCaz","Child","Everette Wild","C","description 951","100","100","100","100","100","100","100","","","External","D000951","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","BOKoRloqUaUJMcg2wbkHqo","Child","Everette Wild","C","description 12","100","100","100","100","100","100","100","","","External","D000012","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","KiX1JjbiEJPJ78vpFO6i+V","Child","Everette Wild","C","description 106","100","100","100","100","100","100","100","","","External","D000106","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","Hwc5Whe7Uq6LwOsghciNuB","Child","Everette Wild","C","description 200","100","100","100","100","100","100","100","","","External","D000200","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MInprZy2k-BFRUxi1MM36w","Child","Everette Wild","C","description 294","100","100","100","100","100","100","100","","","External","D000294","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","FTgdfqPUUddE7HOOrJHiOM","Child","Everette Wild","C","description 388","100","100","100","100","100","100","100","","","External","D000388","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","FzIvKLffkX9J9Zi-VeVquY","Child","Everette Wild","C","description 482","100","100","100","100","100","100","100","","","External","D000482","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GynIygQCE4JJ+KqtR5eXq3","Child","Everette Wild","C","description 576","100","100","100","100","100","100","100","","","External","D000576","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","JBex3W-qEBIPANxyWTgOyV","Child","Everette Wild","C","description 670","100","100","100","100","100","100","100","","","External","D000670","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","DmSwqSzZ0xqHUJuHX97zi0","Child","Everette Wild","C","description 764","100","100","100","100","100","100","100","","","External","D000764","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","NGmVsShzkFvDh5W94M-vK4","Child","Everette Wild","C","description 858","100","100","100","100","100","100","100","","","External","D000858","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","N3Hmzjx50bpAktMp1eDNKR","Child","Everette Wild","C","description 952","100","100","100","100","100","100","100","","","External","D000952","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","HSLx1gylU64HsCH2g6zs2b","Child","Everette Wild","C","description 13","100","100","100","100","100","100","100","","","External","D000013","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","DqyyKEl+EIfEafrmWYUmG6","Child","Everette Wild","C","description 107","100","100","100","100","100","100","100","","","External","D000107","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","IbMaTR8JUyXFN5Cq0bWoef","Child","Everette Wild","C","description 201","100","100","100","100","100","100","100","","","External","D000201","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","EEKZUoh4UVJBiHbdDXcDOQ","Child","Everette Wild","C","description 295","100","100","100","100","100","100","100","","","External","D000295","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","CFq20gY9kNuGhgRFw30TiL","Child","Everette Wild","C","description 389","100","100","100","100","100","100","100","","","External","D000389","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","MyIi6RXSkNkJ8hQ86m2N+n","Child","Everette Wild","C","description 483","100","100","100","100","100","100","100","","","External","D000483","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","E2MpiNNB0xwFdueyJLcoOy","Child","Everette Wild","C","description 577","100","100","100","100","100","100","100","","","External","D000577","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","70b61be0-f142-45d1-a145-6ec6b942ebf0","TM18_CY_948_v1_0.ac","2020-01-14","GpYbHcH3EZzGzcDcSDlCi+","Child","Everette Wild","C","description 671","100","100","100","100","100","100","100","","","External","D000671","No","No","No","No","No","No","No","No"
